id,change_date_category,country,created_at,description,developed,logo,name,slug,start_date,start_date_category,updated_at,url,websites,checksum
1380,7,124,1380931200,"Red Barrels is the studio behind the immersive indie horror series Outlast, a series that has terrified more than 3.5 million players worldwide. Based in Montreal, Red Barrel’s mission is to create unforgettable experiences that leave the player’s blood running cold. 
 
Red Barrels was founded by Philippe Morin (Prince of Persia: Sands of Time, Assassin’s Creed & Uncharted: Drake’s Fortune), David Chateauneuf (Lead level designer: Prince of Persia: Sands of Time, Assassin’s Creed & Splinter Cell: Conviction) and Hugo Dallaire (Art Director: Splinter Cell & Army of Two).","Any[1910, 9223, 14390, 82441, 127165]",1286,Red Barrels,red-barrels,1325289600,2,1587081600,https://www.igdb.com/companies/red-barrels,Any[1010],5c9e538c-1fc2-9e96-b104-e2044f1746cf
8452,7,840,1454112000,Null,Any[17000],2746,ConcernedApe,concernedape,1325289600,2,1587168000,https://www.igdb.com/companies/concernedape,Any[2944],a165823b-1c84-47f5-2912-5a7da9c06fa2
4133,7,616,1416009600,"11 bit studios, based in Warsaw, Poland, is a multiplatform game development studio selling games worldwide. Our titles have received multiple prestigeous awards throughout the years including: Apple Design Award, Best of PAX and IGN Editor's Choice. 
 
- 
 
It all started in 2009, when a bunch of veterans of polish gaming industry joined their forces and founded 11 bit studios. They gathered few talented people and got to work. After a year our first child was born – Anomaly Warzone Earth hit the stores. Quickly it became a huge success, with great sales and number of industry awards, including Apple Design Award. 
 
It was a proof that we were on the right track and in the next few years we repeated the success with Anomaly 2, Anomaly Korea and few other games. But you know what they say – the more you have, the more you want so in 2012 we decided it was time for something bigger. 
 
For the next two years we worked on our upcoming title. Bigger and better than ever before, but what’s even more important – a game that had a potential to touch people. A game that could matter. Something, that hasn’t been done before. A thing to be played and discussed for years to come. In the end of 2014 we were ready and our greatest achievement to this day had it’s premiere. On 14th of November This War of Mine had its release and everything had changed. 
 
The cost of development were covered in first weekend after the premiere, and since then the game keeps being one of the topsellers on Steam and other distribution platforms. The game got over 100 awards and was covered as a phenomenon in the biggest magazines and newspapers all around the world including TIME, EDGE, Washington Post and more. 
 
This brings us to the place where we are today. This War of Mine is still selling really well, being one of the most successful indie titles of the last decade. Our next big game, Frostpunk, is right around the corner and you know what? Again our guts are telling us it will leave a mark. We are crossing the borders and redefining the rules of the genre and that’s the road we want to follow. We believe in creating things instead of just copying them. 
 
Soon you’ll tell us if we achieved what we hoped for. In the meantime we are not slacking around – we started a publishing program that allows developers from all around the world to release their indie games with our help. The first games are already out there, so you should check them out. 
 
That’s our story so far, but we are quite sure there is more to come. 
 
~ 11 bit studios","Any[7706, 8758, 8759, 8760, 8993, 9212, 19979, 23248, 75871, 75872, 76239, 109637, 111646, 111817, 134402]",1446,11 bit studios,11-bit-studios,1191715200,0,1587168000,https://www.igdb.com/companies/11-bit-studios,Any[527],ae9ba116-40a8-c589-1ae8-e38a3262888d
2512,7,840,1395792000,"Modeled after our favorite record labels, Midnight City provides promotional, production, and business service and support for independent game developers.",Null,853,Midnight City,midnight-city,Null,7,1587168000,https://www.igdb.com/companies/midnight-city,Any[545],c8358301-9c21-3384-b145-ae7be26b40cc
47,7,840,1300060800,"Obsidian Entertainment is an American role-playing video game developer founded in 2003 after the disestablishment of Interplay Productions' Black Isle Studios. Although it has created original intellectual property, Obsidian has mostly developed sequels to existing games, and many of their games are based on licensed properties.","Any[16, 118, 214, 1262, 1593, 1840, 2539, 3144, 5988, 10254, 10304, 10305, 10306, 10307, 14725, 15853, 18398, 18919, 22588, 25532, 26951, 28972, 36611, 38780, 50322, 51794, 55081, 74551, 74743, 74744, 75358, 113114, 125624]",2122,Obsidian Entertainment,obsidian-entertainment,1072828800,2,1587081600,https://www.igdb.com/companies/obsidian-entertainment,Any[5],e0868f33-68ed-ff17-5b52-a83867621d89
1005,7,124,1371772800,"Klei Entertainment was formed in July 2005 by Jamie Cheng.[1] Prior to the formation of Klei, Cheng worked as an intern at Sega's Relic Entertainment studio, where he was a programmer.","Any[2129, 3152, 6044, 7518, 9623, 15312, 17832, 19542, 20149, 21946, 26891, 28960, 37057, 68275, 94969, 103326]",458,Klei Entertainment,klei-entertainment,1120176000,0,1599955200,https://www.igdb.com/companies/klei-entertainment,Any[910],0262106f-95d2-482b-117d-73e30bcfbe15
22994,7,Null,1577404800,Null,Null,Null,NVIDIA Lightspeed Studios,nvidia-lightspeed-studios,Null,7,1577404800,https://www.igdb.com/companies/nvidia-lightspeed-studios,Null,16c88a3f-004d-148b-e3e1-87730b2b4231
139,7,840,1301270400,"Headquartered in New York City, Take-Two Interactive Software, Inc. is a leading developer, marketer and publisher of interactive entertainment for consumers around the globe. The Company develops and publishes products through its two wholly-owned labels Rockstar Games and 2K. Our products are designed for console systems, handheld gaming systems and personal computers, including smartphones and tablets, and are delivered through physical retail, digital download, online platforms and cloud streaming services. The Company’s common stock is publicly traded on NASDAQ under the symbol TTWO.","Any[4297, 6829, 10127, 12405, 15566, 20608]",37,Take-Two Interactive,take-two-interactive,757296000,2,1588464000,https://www.igdb.com/companies/take-two-interactive,Any[784],14027ad0-e542-4d91-8ba1-8e8f51b124cd
11262,7,Null,1476230400,Null,Null,Null,Gearbox Publishing,gearbox-publishing,Null,7,1587081600,https://www.igdb.com/companies/gearbox-publishing,Null,2dae358a-bd02-6f85-5a23-b9da3ccaab63
1,7,840,1297728000,"Electronic Arts Inc. is a leading global interactive entertainment software company. EA delivers games, content and online services for Internet-connected consoles, personal computers, mobile phones and tablets.","Any[1621, 2166, 2656, 3431, 3632, 3633, 4394, 4409, 4429, 4587, 4588, 5053, 5155, 5338, 5363, 5396, 5530, 6211, 6631, 6798, 8100, 8813, 11235, 11675, 12267, 12714, 12770, 13838, 18705, 19418, 19772, 26013, 27075, 42490, 43280, 45573, 46200, 47463, 48181, 50809, 51953, 93902, 113097, 120544, 126294]",15,Electronic Arts,electronic-arts,391392000,0,1588723200,https://www.igdb.com/companies/electronic-arts,Any[1076],0bc090a4-4f9f-d55c-196d-d71b786f8f68
10560,7,Null,1470700800,Null,Null,Null,Syscom Entertainment,syscom-entertainment,Null,7,1558828800,https://www.igdb.com/companies/syscom-entertainment,Null,1c01743b-a567-8018-0b5b-39a0a90907a8
3958,0,392,1414800000,Null,"Any[3987, 6462, 8595, 14756, 19555, 21521, 21693, 25176, 38440, 41055, 45160, 51461, 53717, 58471, 64206, 65174, 66192, 67307, 68079, 68285, 75086, 76822, 78285, 118704, 130690, 135165]",1448,Bandai Namco Games,bandai-namco-games,Null,7,1588464000,https://www.igdb.com/companies/bandai-namco-games,Null,b13b5365-7d7e-3762-0db8-5b0b39577d89
7041,7,250,1444608000,"Ubisoft Entertainment SA is a French video game company headquartered in Montreuil. It is known for publishing games for several acclaimed video game franchises including Assassin's Creed, Far Cry, Just Dance, Prince of Persia, Rayman, Raving Rabbids, and Tom Clancy's.","Any[360, 7633, 15773, 16167, 16464, 17473, 20032, 20485, 22584, 24075, 24443, 26362, 27349, 27866, 28377, 42951, 43375, 53944, 64759, 67343, 69207, 77209, 81205, 92812, 109463, 109533, 110057, 110394, 117513, 133962]",1722,Ubisoft,ubisoft,510969600,0,1588377600,https://www.igdb.com/companies/ubisoft,Any[423],73767786-259d-c4ea-fe2d-a1241aecb440
423,7,276,1317600000,"Deep Silver develops and distributes interactive games for all platforms. The Deep Silver label means to captivate all gamers who have a passion for thrilling gameplay in exciting game worlds. Deep Silver works with its partners to achieve a maximum of success while maintaining the highest possible quality, always focusing on what the customer desires.","Any[2110, 23420]",142,Deep Silver,deep-silver,1009843200,0,1588204800,https://www.igdb.com/companies/deep-silver,Any[1054],632b27d9-ebf3-0088-5578-44fc4e74c9de
197,0,840,1301961600,"THQ Inc. is a leading worldwide developer and publisher of interactive entertainment software. The company develops its products for all popular game systems, personal computers and wireless devices. Headquartered in Los Angeles County, California, THQ sells product through its global network of offices located in North America, Europe and Asia Pacific.","Any[2782, 4685, 5187, 6565, 7091, 7994, 8092, 17048, 27458, 27459, 27460, 27602]",103,THQ,thq,599616000,0,1586390400,https://www.igdb.com/companies/thq,Any[658],1b24ba2b-1552-e4c8-0480-df3ced55a218
858,7,392,1348963200,"In April 1, 2010, Tecmo was declared disbanded in Japan. Its sister company Koei survived but was renamed Koei Tecmo Games and is now the sole publishing arm of the group. Koei Tecmo Games continues to strategically use the ""Tecmo"" and ""Koei"" brand names on new video games for marketing purposes. In addition, the former development divisions of Tecmo and Koei were briefly spun-off as separate companies in March 2010, but folded into Tecmo Koei Games in April 2011.","Any[2288, 3161, 5389, 5651, 6804, 6889, 9214, 9672, 10996, 11489, 14409, 14441, 24400, 25238, 26771, 27196, 28244, 36831, 36855, 44650, 54566, 59591, 81147, 111063, 113105, 115670, 116149, 120436, 122700, 122701, 122702, 122703, 132972]",766,Koei Tecmo Games,koei-tecmo-games,1270080000,0,1588550400,https://www.igdb.com/companies/koei-tecmo-games,Null,1aa580b2-f93f-2297-525b-3835834580a7
454,7,124,1317686400,Null,"Any[698, 699, 809, 856, 903, 906, 2920, 3547, 3548, 3553, 3915, 4028, 4032, 5220, 5731, 5835, 5950, 6845, 42638, 96209]",120,EA Sports,ea-sports,662688000,0,1588550400,https://www.igdb.com/companies/ea-sports,Any[94],c0725b5d-6090-36d3-b5b9-b3fd4d6d5897
157,7,643,1301356800,Null,"Any[754, 755, 756, 2043, 8387, 9855, 9857, 9858, 9859, 10196, 10491, 10955, 11025, 13162, 16121, 16274, 17844, 17845, 90468]",176,1C Company,1c-company,670377600,3,1587168000,https://www.igdb.com/companies/1c-company,Null,94f6a777-1c84-27bb-13d3-1110fd71f086
229,7,840,1302220800,Null,"Any[4523, 5461, 6666, 18510, 19491, 19938, 78779, 81251, 112014]",3373,SEGA of America,sega-of-america,Null,7,1587340800,https://www.igdb.com/companies/sega-of-america,Any[3577],a9ce2a40-f78f-145b-63a1-9ed7a1930e6d
2450,7,840,1393977600,"""Versus Evil focuses on making independent game developers successful.""

""Versus Evil is focused solely on the independent game developer.
We provide the business edge, so you can focus on the important stuff – making
the games you want to make.

We stand together and compete in the ultimate boss battle.
We are the small guy fighting our way to the top – but armed with a kick ass sword.
It’s you. It’s us.

Together, we both win.""",Null,560,Versus Evil,versus-evil,1383177600,0,1587513600,https://www.igdb.com/companies/versus-evil,Any[1002],90c8e18b-4e99-5ff2-b006-6a2c9c2c2523
16565,7,840,1538438400,"Bethesda Softworks LLC is an American video game publisher based in Rockville, Maryland. The company was founded by Christopher Weaver in 1986 as a division of Media Technology Limited, and in 1999 became a subsidiary of ZeniMax Media. In its first fifteen years, it was a video game developer and self-published its titles. In 2001, Bethesda spun off its own in-house development team into Bethesda Game Studios, and Bethesda Softworks became a publisher only. It currently also publishes games by ZeniMax Online Studios, id Software, Arkane Studios, MachineGames, Tango Gameworks and BattleCry Studios.","Any[52, 53, 54, 55, 2404, 4523, 7688, 8411, 8412, 8413, 8414, 8416, 18030, 19532, 19533, 20547, 22431, 120635, 120636, 120637, 120638, 120639, 120640, 120641, 120642]",3415,Bethesda Softworks,bethesda-softworks,536371200,2,1588032000,https://www.igdb.com/companies/bethesda-softworks,Any[3611],9e9a72ff-42ee-4fba-5d62-5353101fe028
25230,7,Null,1588636800,Null,Null,Null,St. GIGA,st-giga,Null,7,1588809600,https://www.igdb.com/companies/st-giga,Null,d60b3f19-f5da-31de-1172-d50e12a759cd
227,1,826,1302220800,Null,"Any[5464, 7735, 8602, 8603, 19758, 37252, 46334, 69817]",1458,U.S. Gold,u-s-gold,473299200,2,1581292800,https://www.igdb.com/companies/u-s-gold,Null,f60629cc-895f-1415-d0bb-0fde6ed7f3a7
82,7,Null,1300147200,Null,"Any[1980, 2754, 2784, 3325, 4003, 5819, 7429, 7453, 7758, 7970, 9684, 11854, 11859, 11865, 11866, 11867, 12306, 12316, 12367, 14802, 15127, 15309, 17673, 18402, 25196, 38435, 40723, 41075, 41530, 46892, 54791, 54792, 54794, 54795, 54796, 54797, 54843, 79040, 80627, 110850, 112889, 113933, 113938, 113994, 130345, 130813, 130814, 134382]",1568,Atari,atari,70848000,3,1588550400,https://www.igdb.com/companies/atari,Null,40c81b17-5e17-bd6a-6319-9753b10678b5
818,7,392,1345248000,"Video game publisher ATLUS has established itself as one of its industry's most consistent, celebrated companies. With proven success across a variety of genres and platforms, including enthusiast-oriented games like the Shin Megami Tensei franchise of award-winning, fan beloved roleplaying games (including the hit Persona sub-series of games and the prestigious Nocturne) and Demon's Souls (winner of GameSpot.com's 2009 Game of the Year Award), ATLUS provides quality critically acclaimed interactive entertainment to a wide spectrum of customers.","Any[1523, 1524, 1525, 1527, 2151, 2985, 3002, 5081, 5321, 5650, 6516, 6767, 6768, 6883, 6884, 6885, 6886, 7754, 7794, 8530, 9577, 9600, 9669, 9927, 11056, 11416, 11437, 11445, 11452, 11453, 11454, 13094, 14160, 14709, 14716, 14717, 14718, 15467, 18224, 18227, 18229, 19131, 19329, 20384, 21192, 26775, 27958, 27959, 38231, 38263, 42120, 42121, 43536, 44341, 44764, 45263, 46378, 47418, 48086, 48943, 49723, 49830, 50051, 57012, 65848, 67287, 68386, 74314, 74897, 81547, 83791, 87504, 89555, 103378, 106988, 113905, 114283, 116559, 124792]",69,Atlus,atlus,513216000,0,1588204800,https://www.igdb.com/companies/atlus,Any[1262],f573a0e2-f921-1c29-3f1f-37019e6e7f74
334,0,Null,1303171200,Null,Any[85700],Null,Sony Computer Entertainment Europe,sony-computer-entertainment-europe,Null,7,1588723200,https://www.igdb.com/companies/sony-computer-entertainment-europe,Null,a14a908a-7fd5-d72e-427e-2ed2f7382d9a
6330,0,392,1440720000,Null,"Any[6871, 10762, 11846, 19797, 20278, 20444, 20465, 20900, 21347, 21426, 21570, 21723, 21737, 23434, 23667, 25162, 25183, 25188, 25189, 44109, 61444, 64780, 65224, 75698, 76259]",1449,Namco Bandai Games,namco-bandai-games,1143763200,0,1585872000,https://www.igdb.com/companies/namco-bandai-games,Null,ab796ad4-267f-f561-6261-9a6d058e5f64
17463,7,840,1547337600,Epic Games has a long history and is known for creating prominent games such as the Unreal Tournament and Gears of War series and developing the Unreal Engine. Their most recent ventures include Fortnite and the Epic Games digital distribution platform.,"Any[272, 273, 492, 494, 547, 548, 589, 764, 926, 927, 928, 1319, 1905, 2410, 3167, 6220, 6221, 8743, 9641, 9644, 9645, 9895, 10029, 11097, 11328, 14410, 15263, 20455, 24723, 26451, 27431, 27811, 29116, 46624, 50337, 50338, 69633, 80555, 93554, 110839, 129870, 129871, 129872, 129873, 129874, 129875, 129876, 129877, 129878, 129880, 129912, 135138]",3228,Epic Games,epic-games,694137600,2,1585094400,https://www.igdb.com/companies/epic-games,Any[2813],e4fada11-63ef-f59a-b896-27afc852eb3e
231,0,Null,1302220800,Null,"Any[8125, 9557, 81031, 84282, 84302, 92871, 92887]",Null,Tec Toy Indústria de Brinquedos,tec-toy-industria-de-brinquedos,Null,0,1587600000,https://www.igdb.com/companies/tec-toy-industria-de-brinquedos,Null,214329f7-387d-68e4-25bf-985ed9f1c7a0
1037,0,Null,1372291200,Null,"Any[2219, 2379, 8535]",Null,"Philips Interactive Media, Inc.",philips-interactive-media-inc,Null,0,1575763200,https://www.igdb.com/companies/philips-interactive-media-inc,Null,30a5c7d4-32b3-1a3a-2cfa-2d279cabba4b
14055,7,Null,1513382400,Null,"Any[20926, 57989, 118756, 125209]",Null,Warner Bros. Interactive Entertainment,warner-bros-interactive-entertainment,Null,7,1588809600,https://www.igdb.com/companies/warner-bros-interactive-entertainment,Null,84f16845-276a-be1b-5aa7-4dc6cab01526
200,0,Null,1301961600,Null,Any[3521],Null,Electronic Arts Victor,electronic-arts-victor,Null,0,1587686400,https://www.igdb.com/companies/electronic-arts-victor,Null,9e49db6e-a6b5-3911-fe86-259cf5aab90c
204,0,Null,1301961600,Null,Null,Null,Gathering of Developers,gathering-of-developers,Null,0,1560211200,https://www.igdb.com/companies/gathering-of-developers,Null,6f127ea5-5e76-f62e-7bfb-1e7ff2534497
205,0,Null,1301961600,Null,Any[6541],Null,GT Interactive,gt-interactive,Null,0,1582070400,https://www.igdb.com/companies/gt-interactive,Null,132630aa-683c-de28-6172-f321b2dc23e3
19200,7,Null,1555200000,Null,"Any[13139, 13140]",Null,EA Games,ea-games,Null,7,1580515200,https://www.igdb.com/companies/ea-games,Null,e3c91d01-f142-8b6c-ce65-c5bcb4a61052
449,0,Null,1317686400,Null,Null,Null,D3 Publisher,d3-publisher,Null,0,1586304000,https://www.igdb.com/companies/d3-publisher,Null,feb7efb3-e0a4-2c37-47a0-bc989276b578
468,0,Null,1317686400,Null,"Any[14856, 15625, 15780, 15781, 16147, 17349, 17680, 85833]",Null,Meridian4,meridian4,Null,0,1545436800,https://www.igdb.com/companies/meridian4,Null,1f5f8abb-990b-d10e-58e5-8622b245e843
652,0,Null,1319155200,Null,Null,Null,Nintendo Australia,nintendo-australia,Null,0,1513296000,https://www.igdb.com/companies/nintendo-australia,Null,1ce6da8a-a896-7e7f-f135-45de03c4236d
2113,0,Null,1391126400,Null,Null,Null,Nobilis,nobilis,Null,0,1579564800,https://www.igdb.com/companies/nobilis,Null,073ab3a7-1a50-5908-797f-f52928eebedf
13634,7,Null,1508112000,Null,"Any[52170, 53014, 83829, 86096]",Null,Sony Computer Entertainment,sony-computer-entertainment,Null,7,1588723200,https://www.igdb.com/companies/sony-computer-entertainment,Null,f50812da-3c18-f6ba-0f6a-485838d8b9c9
